[2026-03-22 00:39:11,116][__main__][INFO] - Found GPU with device_name NVIDIA L40S. Will run RFdiffusion on NVIDIA L40S
[2026-03-22 00:39:11,117][rfdiffusion.inference.model_runners][INFO] - Reading checkpoint from /workspace/RFdiffusion/rfdiffusion/inference/../../models/Base_ckpt.pt
[2026-03-22 00:39:18,670][rfdiffusion.inference.model_runners][INFO] - Loading checkpoint.
[2026-03-22 00:39:18,803][rfdiffusion.diffusion][INFO] - Using cached IGSO3.
[2026-03-22 00:39:18,812][rfdiffusion.inference.symmetry][INFO] - Initializing cyclic symmetry order 6.
[2026-03-22 00:39:18,818][__main__][INFO] - Making design /workspace/RFdiffusion/outputs/users/anonymous/c92adfe2/e41a37273e76/v0/design_0
[2026-03-22 00:39:18,822][rfdiffusion.inference.model_runners][INFO] - Using contig: ['198-198']
[2026-03-22 00:39:18,860][rfdiffusion.inference.model_runners][INFO] - Sequence init: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:20,785][rfdiffusion.inference.model_runners][INFO] - Timestep 50, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:21,585][rfdiffusion.inference.model_runners][INFO] - Timestep 49, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:22,384][rfdiffusion.inference.model_runners][INFO] - Timestep 48, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:23,105][rfdiffusion.inference.model_runners][INFO] - Timestep 47, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:23,906][rfdiffusion.inference.model_runners][INFO] - Timestep 46, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:24,629][rfdiffusion.inference.model_runners][INFO] - Timestep 45, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:25,335][rfdiffusion.inference.model_runners][INFO] - Timestep 44, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:26,085][rfdiffusion.inference.model_runners][INFO] - Timestep 43, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:26,825][rfdiffusion.inference.model_runners][INFO] - Timestep 42, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
[2026-03-22 00:39:27,584][rfdiffusion.inference.model_runners][INFO] - Timestep 41, input to next step: ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
